S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
11824,Punjab,Hoshiarpur,Dagan,75.7150,31.9510,2023,7.94,395,0,170,43,0.80,0,15,0.00,170,44,15,16,2,-,-,-
11825,Punjab,Hoshiarpur,Hajipur,75.7580,31.9750,2023,7.73,370,0,183,36,0.91,0,7,0.00,150,32,17,29,2,0.01,0.66,2.93
11826,Punjab,Hoshiarpur,Nangal Baila,75.7101,31.9144,2023,7.51,1004,0,391,78,0.92,0,30,0.00,380,96,34,33,5,-,-,-
11827,Punjab,Hoshiarpur,Bassi Ballo,75.8690,31.6550,2023,7.89,330,0,146,21,1.10,0,11,0.00,120,24,15,19,2,0.01,0.98,3.15
11828,Punjab,Hoshiarpur,Addowalgarhi,75.8478,31.6078,2023,8.29,407,0,232,28,1.40,0,0,0.00,180,44,17,20,1,-,-,-
11829,Punjab,Hoshiarpur,Akhilaspur,75.8995,31.5554,2023,7.98,630,0,310,43,0.98,0,9,0.00,230,64,17,36,4,0.04,1.46,9.05
11830,Punjab,Hoshiarpur,Chakowalshekhan,75.8388,31.5452,2023,8.29,443,0,244,28,1.20,0,1,0.00,180,18,33,32,4,0.03,0.55,5.42
11831,Punjab,Hoshiarpur,Hussainpur,75.9066,31.6091,2023,7.87,445,0,195,43,0.74,10,21,0.00,180,56,10,31,3,0.02,0.63,2.50
11832,Punjab,Hoshiarpur,Badla,75.9033,31.4016,2023,7.86,711,0,330,78,1.20,0,1,0.00,260,64,24,48,5,5.27,0.57,3.04
11833,Punjab,Hoshiarpur,Bherua,76.0519,31.4804,2023,7.98,612,0,293,57,0.88,10,27,0.00,280,76,22,34,3,0.02,0.36,2.42
11834,Punjab,Hoshiarpur,Hussainpur Guru,75.8380,31.4752,2023,7.82,1971,0,561,269,0.94,94,34,0.00,410,88,46,135,180,0.02,1.23,5.48
11835,Punjab,Hoshiarpur,Lehli Kalan,75.9840,31.4204,2023,7.57,615,0,305,43,0.80,0,0,0.00,230,68,15,40,3,0.15,0.59,2.06
11836,Punjab,Hoshiarpur,Mehmowal,75.9054,31.4650,2023,8.24,473,0,244,21,1.30,0,1,0.00,150,36,24,34,3,0.03,1.18,4.50
11837,Punjab,Hoshiarpur,Chohal,75.9720,31.6110,2023,7.87,950,0,342,92,1.10,0,69,0.00,310,60,39,68,5,0.04,1.14,35.25
11838,Punjab,Hoshiarpur,Phuglana,75.8336,31.3836,2023,8.47,440,24,224,21,1.40,0,0,0.00,140,24,20,51,6,-,-,-
11839,Punjab,Hoshiarpur,Rampur Camp Colony,75.9470,31.5030,2023,7.61,953,0,464,43,1.10,19,50,0.00,300,44,46,92,5,0.08,0.47,13.79
11840,Punjab,Hoshiarpur,Sham Chaurasi,75.7540,31.4997,2023,8.00,533,0,321,21,0.98,0,2,0.00,210,48,22,41,4,-,-,-
11841,Punjab,Hoshiarpur,Mahilpur,76.0417,31.3583,2023,7.92,1350,0,647,85,1.20,24,2,0.00,490,100,58,92,4,0.06,2.92,5.16
11842,Punjab,Hoshiarpur,Thakarwal,75.9222,31.3653,2023,8.28,588,0,360,28,1.60,0,0,0.00,240,28,41,44,6,0.03,0.68,13.85
11843,Punjab,Hoshiarpur,Badowal,76.1322,31.3340,2023,7.69,785,0,354,36,0.74,53,10,0.00,160,52,7,112,4,0.03,0.36,8.64
11844,Punjab,Hoshiarpur,Gogran,76.0590,31.4104,2023,7.99,669,0,366,36,0.85,0,24,0.00,325,60,43,25,2,0.04,0.54,2.86
S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
11845,Punjab,Hoshiarpur,Maili,76.0946,31.4278,2023,8.05,630,0,268,43,0.82,38,23,0.00,260,76,17,40,4,0.03,0.23,3.88
11846,Punjab,Hoshiarpur,Panjaur,75.9215,31.3062,2023,8.01,775,0,370,57,0.81,0,8,0.00,250,44,44,68,6,0.03,23.84,3.65
11847,Punjab,Hoshiarpur,Bhangala,75.6086,32.0253,2023,7.55,855,0,390,64,1.10,14,1,0.00,280,44,41,58,23,3.03,2.40,0.36
11848,Punjab,Hoshiarpur,Pankhuh,75.6873,32.0286,2023,7.84,439,0,159,43,0.85,10,24,0.00,170,36,19,25,3,0.15,0.16,0.31
11849,Punjab,Hoshiarpur,Samraj Tanda,75.5881,31.9151,2023,7.81,577,0,256,64,0.77,0,26,0.00,240,60,22,30,4,0.02,0.21,4.34
11850,Punjab,Hoshiarpur,Beh Kito,75.8282,31.8988,2023,7.88,230,0,98,21,0.46,0,13,0.00,90,24,7,11,2,0.04,0.18,0.04
11851,Punjab,Hoshiarpur,Beh Nangal,75.8385,31.8635,2023,7.21,260,0,98,28,0.64,14,12,0.00,70,20,5,36,2,0.02,0.33,0.04
11852,Punjab,Hoshiarpur,Bhamnaur,75.9650,31.8311,2023,7.72,450,0,207,36,1.10,14,17,0.00,220,36,32,15,1,0.02,0.18,1.87
11853,Punjab,Hoshiarpur,Ghagwal,75.7622,31.9393,2023,8.07,1304,0,330,135,0.87,124,34,0.00,360,128,10,108,2,0.09,0.47,21.93
11854,Punjab,Hoshiarpur,Jhir Di Khui,75.8130,31.9630,2023,7.30,240,0,73,36,0.65,10,9,0.00,110,24,12,10,1,0.34,0.17,0.09
11855,Punjab,Hoshiarpur,Rajwal,75.9115,31.9148,2023,7.60,337,0,110,36,0.47,29,20,0.00,160,24,24,14,1,0.17,0.18,0.13
11856,Punjab,Hoshiarpur,Talwara,75.8916,31.9401,2023,7.22,498,0,207,28,0.89,0,39,0.00,175,40,18,29,1,0.05,0.09,0.24
11857,Punjab,Hoshiarpur,Abdullapur,75.5496,31.7327,2023,8.71,307,24,139,14,1.00,0,0,0.00,100,18,13,30,10,0.02,0.77,7.76
11858,Punjab,Hoshiarpur,Gilzian,75.5771,31.7269,2023,8.47,378,24,183,14,1.10,0,1,0.00,120,30,11,41,7,0.04,0.31,2.48
11859,Punjab,Hoshiarpur,Jalalpur,75.5436,31.6672,2023,8.23,385,0,232,14,1.10,0,1,0.00,120,24,15,43,6,0.11,0.25,0.64
11860,Punjab,Hoshiarpur,Kaloya,75.6868,31.6415,2023,7.93,489,0,281,35,1.50,0,0,0.00,170,40,17,50,6,0.02,0.98,6.00
11861,Punjab,Hoshiarpur,Manpur,75.6045,31.6623,2023,8.40,368,12,195,21,1.20,0,0,0.00,130,36,10,36,6,0.08,2.39,6.34
11862,Punjab,Jalandhar,Adampur,75.7161,31.4384,2023,7.84,842,0,416,35,0.58,10,37,0.00,260,80,15,69,6,0.03,0.15,3.61
11863,Punjab,Jalandhar,Dingrian,75.7120,31.4594,2023,7.75,1404,0,431,64,1.21,281,0,0.00,170,24,27,251,10,0.04,0.66,16.16
11864,Punjab,Jalandhar,Dumunda,75.7648,31.4153,2023,8.14,590,0,358,21,0.89,0,0,0.00,140,24,19,77,6,0.15,1.09,14.96
11865,Punjab,Jalandhar,Jalbhe,75.7860,31.4700,2023,7.61,864,0,449,35,0.93,21,3,0.00,230,44,29,96,9,0.06,2.35,30.26
11866,Punjab,Jalandhar,Jandu Singha,75.6460,31.3730,2023,7.44,937,0,468,49,0.51,32,0,0.00,320,72,34,69,6,0.05,0.71,3.26
11867,Punjab,Jalandhar,Dalla (New),75.6290,31.5358,2023,8.48,492,48,118,66,1.09,0,0,0.00,120,24,15,67,5,0.02,2.40,18.17
11868,Punjab,Jalandhar,Gehlar,75.6807,31.5407,2023,8.10,871,0,525,21,1.03,32,0,0.00,350,60,49,63,9,0.02,1.21,30.41
11869,Punjab,Jalandhar,Kharal Kalan,75.6464,31.5977,2023,8.16,401,0,249,14,0.50,0,0,0.00,70,12,10,73,2,0.06,8.32,3.84
11870,Punjab,Jalandhar,Jalandhar,75.5890,31.3250,2023,7.86,760,0,384,49,0.49,0,0,0.00,290,64,32,36,5,0.02,0.92,12.06
11871,Punjab,Jalandhar,Budhiana,75.6809,31.3608,2023,8.03,900,0,459,21,0.81,37,5,0.00,220,40,29,110,6,0.04,0.67,51.23
11872,Punjab,Jalandhar,Chitti,75.4761,31.2377,2023,8.17,440,0,267,14,0.86,0,0,0.00,150,40,12,36,6,0.02,1.50,5.87
11873,Punjab,Jalandhar,Kotli Jamiat Singh,75.7578,31.3660,2023,8.06,968,0,442,28,1.04,56,7,0.00,260,44,36,100,7,0.02,0.55,26.38
11874,Punjab,Jalandhar,Salarpur,75.6949,31.2260,2023,8.16,1255,0,486,85,1.13,51,34,0.00,220,40,29,50,224,0.02,0.57,16.18
11875,Punjab,Jalandhar,Udhopur,75.5644,31.2298,2023,7.58,713,0,308,70,0.75,0,24,0.00,250,56,27,48,5,0.01,0.59,10.34
11876,Punjab,Jalandhar,Ghumiara,75.5378,31.4770,2023,8.27,473,0,297,14,0.86,0,0,0.00,170,36,19,45,5,0.01,1.27,19.14
11877,Punjab,Jalandhar,Jandiala,75.4843,31.2518,2023,7.64,977,0,396,91,0.72,20,12,0.00,310,52,44,84,9,0.02,0.49,15.16
11878,Punjab,Jalandhar,Kartarpur,75.4990,31.4360,2023,7.53,696,0,387,21,0.42,10,0,0.00,260,60,27,38,10,0.01,1.16,18.59
11879,Punjab,Jalandhar,Nussi,75.5470,31.3970,2023,8.24,379,0,247,14,1.21,0,0,0.00,120,28,12,43,5,0.04,2.67,20.44
11880,Punjab,Jalandhar,Kara Ramsinhg,75.1728,31.1628,2023,8.00,1760,0,524,135,1.04,247,0,0.00,220,28,36,311,12,0.02,0.95,53.96
11881,Punjab,Jalandhar,Kotha,75.2045,31.1099,2023,7.81,950,0,534,28,0.90,47,1,0.00,360,72,44,78,9,0.02,0.56,32.33
11882,Punjab,Jalandhar,Malupur,75.3256,31.1609,2023,7.97,640,0,358,28,0.61,0,21,0.00,210,48,22,57,6,0.02,1.37,16.83
11883,Punjab,Jalandhar,Talwandi Madho,75.3110,31.2000,2023,8.07,418,0,279,14,0.63,0,0,0.00,140,24,19,44,4,0.01,1.16,11.18
11884,Punjab,Jalandhar,Lohian Khas,75.2025,31.1677,2023,8.38,524,30,198,43,0.87,0,0,0.00,60,8,10,99,2,0.08,9.77,14.70
11885,Punjab,Jalandhar,Mehatpur,75.4762,31.0557,2023,7.91,837,0,487,50,1.01,0,18,0.00,290,56,36,81,11,0.03,0.58,23.58
11886,Punjab,Jalandhar,Jande Sarai,75.5464,31.5291,2023,7.76,463,0,2S.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS/cm,"at,CO3","(mg/L),HCO3,Cl","(mg/L),F","(mg/L),SO4,NO3,PO4,Total","HardnS.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS/cm,"at,CO3","(mg/L),HCO3,Cl","(mg/L),F","(mg/L),SO4,NO3,PO4,Total","Hardness,Ca","(mg/L),Mg","(mg/L),Na","(mg/L),K","(mg/L),Fe","(ppm),As","(ppb),U",(ppb)
.00,200,36,27,99,7,0.01,0.51,13.66
11890,Punjab,Jalandhar,Kot Badal Khan,75.5573,31.0542,2023,7.89,634,0,404,21,0.55,0,10,0.00,277,47,39,40,7,0.02,0.71,15.28
11891,Punjab,Jalandhar,Nurmahal,75.5837,31.0871,2023,7.94,1137,0,585,35,0.80,37,10,0.00,362,51,57,103,11,0.01,0.71,41.38
11892,Punjab,Jalandhar,Sarih,75.5692,31.1300,2023,7.99,766,0,428,28,1.21,15,8,0.00,200,36,27,101,7,0.03,0.66,19.82
11893,Punjab,Jalandhar,Uppal Bhupa,75.6283,31.0456,2023,8.05,691,0,412,28,0.62,0,15,0.00,277,64,28,47,8,0.02,0.52,15.72
11894,Punjab,Jalandhar,Uppal Khalsa,75.5655,31.0971,2023,7.96,879,0,483,35,0.62,16,25,0.00,362,73,44,44,29,0.02,0.83,29.46
11895,Punjab,Jalandhar,Daduwal,75.6574,31.2006,2023,8.07,655,0,373,14,0.97,0,13,0.00,210,36,29,58,7,0.01,0.54,14.07
11896,Punjab,Jalandhar,Dhuleta,75.8286,31.1171,2023,7.59,1205,0,479,106,0.59,37,70,0.00,448,85,57,87,9,0.03,0.48,26.84
11897,Punjab,Jalandhar,Dosanjh Kalan,75.8381,31.1696,2023,8.18,779,0,487,21,1.20,0,9,0.00,192,47,18,103,6,0.01,0.52,15.02
11898,Punjab,Jalandhar,Masani,75.8995,31.1192,2023,7.92,740,0,418,43,0.48,0,31,0.00,309,55,41,46,7,0.02,0.46,15.86
11899,Punjab,Jalandhar,Nagar,75.8365,31.0425,2023,7.76,1077,0,464,78,0.68,24,81,0.00,362,64,49,81,31,0.03,0.43,28.93
11900,Punjab,Jalandhar,Salkiana (Puari),75.9143,31.0443,2023,7.71,728,0,479,14,0.75,0,9,0.00,320,60,41,45,8,-,-,-
11901,Punjab,Jalandhar,Turan,75.9010,31.1200,2023,7.84,580,0,374,14,0.47,0,0,0.00,220,40,29,48,8,0.39,0.82,17.52
11902,Punjab,Jalandhar,Gohiran,75.5013,31.1765,2023,7.91,774,0,403,56,0.61,0,28,0.00,300,64,34,50,6,0.02,0.58,10.69
11903,Punjab,Jalandhar,Goraya,75.5333,31.2333,2023,7.78,692,0,417,14,0.43,0,18,0.00,300,60,36,27,6,0.01,0.72,14.12
11904,Punjab,Jalandhar,Lallian Kalan,75.6092,31.1583,2023,8.04,467,0,259,21,0.75,0,0,0.00,160,40,15,37,5,0.02,0.90,9.78
11905,Punjab,Jalandhar,Nathewal,75.6909,31.0163,2023,7.80,741,0,433,21,0.49,0,24,0.00,288,60,34,57,6,0.02,0.55,20.72
11906,Punjab,Jalandhar,Pasla,75.6856,31.1030,2023,8.07,922,0,517,28,0.61,37,20,0.00,394,68,54,62,8,0.06,0.09,40.54
11907,Punjab,Jalandhar,Billi Charmi,75.3940,31.1120,2023,7.78,857,0,427,49,0.82,0,62,0.00,320,52,46,60,6,0.29,0.52,12.54
11908,Punjab,Jalandhar,Langewal,75.3329,31.0371,2023,8.08,740,0,458,28,0.42,13,0,0.00,362,68,47,28,7,0.03,0.30,30.49
11909,Punjab,Jalandhar,Lasuri,75.2736,31.1018,2023,7.84,1334,0,563,28,0.57,187,10,0.00,426,68,62,134,10,0.02,0.65,32.45
11910,Punjab,Jalandhar,Malsian,75.3556,31.1344,2023,8.27,530,0,293,28,1.30,0,0,0.00,210,24,36,32,7,0.01,1.79,33.06
11911,Punjab,Jalandhar,Parjian Kalan,75.3890,31.0204,2023,8.40,592,60,214,21,0.44,0,0,0.00,234,47,28,35,5,0.01,1.58,19.50
11912,Punjab,Jalandhar,Shahkot,75.3369,31.0859,2023,7.79,847,0,364,63,0.58,19,74,0.00,310,68,34,61,7,0.02,0.48,12.32
11913,Punjab,Jalandhar,Phillaur,75.8030,31.0270,2023,7.83,826,0,408,42,0.52,10,22,0.00,260,48,34,78,8,0.02,0.94,19.45
11914,Punjab,Kapurthala,Dhaliwal Bet,75.3171,31.4747,2023,7.91,535,0,336,14,0.60,0,0,0.00,180,40,19,47,8,0.77,3.95,15.16
11915,Punjab,Kapurthala,Dhilwan,75.3414,31.5089,2023,7.58,813,0,427,43,0.63,0,0,0.00,280,68,27,43,34,5.67,13.90,0.06
11916,Punjab,Kapurthala,Ghug,75.3226,31.4441,2023,7.85,1084,0,564,43,0.59,0,0,0.00,210,36,29,149,6,0.05,0.92,27.77
11917,Punjab,Kapurthala,Haibatpur,75.3934,31.5241,2023,8.22,442,0,290,14,0.78,0,0,0.00,150,32,17,45,7,0.13,1.39,12.14
11918,Punjab,Kapurthala,Khera Bet,75.2594,31.4111,2023,8.42,491,61,187,13,0.72,0,0,0.00,160,38,16,51,8,0.01,1.40,11.59
11919,Punjab,Kapurthala,Mohmadwala,75.2584,31.3639,2023,8.24,397,0,244,14,0.55,0,0,0.00,60,12,7,72,2,0.02,6.08,7.65
11920,Punjab,Kapurthala,Ramidi,75.3932,31.4762,2023,8.39,322,45,107,14,0.77,0,0,0.00,70,20,5,50,3,0.01,2.52,5.78
11921,Punjab,Kapurthala,Bishanpur,75.4127,31.3957,2023,8.20,580,0,320,21,0.59,0,0,0.00,220,56,19,34,6,0.04,1.95,20.81
11922,Punjab,Kapurthala,Hussainabad,75.3160,31.3456,2023,8.07,686,0,427,28,0.52,0,0,0.00,170,36,19,94,4,0.02,1.08,27.95
11923,Punjab,Kapurthala,Hussainpur,75.5710,31.5710,2023,7.87,445,0,195,43,0.74,10,21,0.00,180,56,10,31,3,0.02,0.63,2.50
11924,Punjab,Kapurthala,Kahna,75.2589,31.3037,2023,7.99,611,0,275,57,0.61,0,0,0.00,110,24,12,91,4,0.20,2.70,0.21
11925,Punjab,Kapurthala,Kapurthala,75.3810,31.3690,2023,7.71,421,0,251,14,0.70,0,4,0.00,140,32,15,42,4,0.01,1.83,11.74
11926,Punjab,Kapurthala,Karahal Kalan,75.3070,31.2869,2023,8.24,397,0,244,14,0.64,0,0,0.00,130,24,17,41,5,0.02,2.27,14.07
11927,Punjab,Kapurthala,Khanowal,75.3865,31.2338,2023,8.16,425,0,244,28,0.64,0,0,0.00,180,40,19,28,5,0.02,0.88,14.24
11928,Punjab,Kapurthala,Sidhwan Dona,75.3686,31.2773,2023,7.73,706,0,412,21,0.55,0,22,0.00,270,56,32,43,8,0.03,1.04,14.29
S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
11929,Punjab,Kapurthala,Wadala Khurd,75.4490,31.3687,2023,7.82,990,0,534,57,0.42,0,32,0.00,400,80,49,52,11,2.86,0.14,3.29
11930,Punjab,Kapurthala,Bhatnura Khurd,75.5818,31.5652,2023,8.04,356,0,217,21,0.30,0,0,0.05,75,13,10,60,2,0.04,5.78,3.52
11931,Punjab,Kapurthala,Bholath,75.5083,31.5367,2023,7.88,635,0,352,43,0.58,0,0,0.00,266,55,31,39,6,0.05,2.89,22.96
11932,Punjab,Kapurthala,Fatehgarh,75.8244,31.2448,2023,7.90,1072,0,793,50,0.91,0,22,0.00,280,52,36,194,9,0.02,1.56,103.26
11933,Punjab,Kapurthala,Madhopur,75.7128,31.2832,2023,8.22,1095,0,747,14,0.58,0,8,0.00,190,40,22,194,9,0.01,0.93,28.38
11934,Punjab,Kapurthala,Malikpur,75.8421,31.2843,2023,8.58,598,45,259,21,0.93,0,0,0.00,200,28,32,49,6,0.01,1.30,15.25
11935,Punjab,Kapurthala,Phagwara,75.7698,31.2159,2023,7.98,721,0,423,28,0.80,0,10,0.00,260,44,36,55,7,0.05,0.63,22.42
11936,Punjab,Kapurthala,Rawalpindi,75.7926,31.2889,2023,8.07,741,0,458,21,0.86,0,0,0.00,220,32,34,79,9,0.02,1.22,26.12
11937,Punjab,Kapurthala,Chananwindi,75.1116,31.1632,2023,8.52,526,0,275,35,0.88,0,0,0.00,70,16,7,90,4,0.01,6.14,19.08
11938,Punjab,Kapurthala,Dalla,75.2294,31.1830,2023,7.70,844,0,517,28,0.40,0,10,0.00,405,60,62,34,10,0.02,1.52,27.89
11939,Punjab,Kapurthala,Guda,75.0680,31.1880,2023,7.60,761,0,458,28,0.64,0,1,0.00,260,60,27,62,12,0.26,0.37,4.30
11940,Punjab,Kapurthala,Mand Partappur,75.1249,31.3008,2023,8.20,408,0,229,28,0.78,0,0,0.00,200,48,19,9,8,0.02,1.19,14.95
11941,Punjab,Kapurthala,Sultanpur Lodhi,75.2028,31.2093,2023,8.08,1081,0,487,57,0.33,77,0,0.00,203,47,21,167,5,0.01,1.06,31.85
11942,Punjab,Kapurthala,Talwandi Choudhri,75.1815,31.2919,2023,8.18,396,0,257,14,0.29,0,0,0.08,64,9,10,74,2,0.01,3.84,7.07
11943,Punjab,Ludhiana,Bhuttan,75.9178,30.7669,2023,8.12,819,0,427,35,0.46,35,12,0.00,350,48,56,40,11,0.03,0.51,13.98
11944,Punjab,Ludhiana,Doraha,76.0210,30.8000,2023,8.01,1334,0,427,64,0.54,98,86,0.00,460,76,66,37,75,0.02,0.60,2.22
11945,Punjab,Ludhiana,Gopalpura,75.8417,30.7375,2023,8.23,1127,0,464,57,0.53,58,9,0.00,340,44,56,87,13,0.02,1.01,34.84
11946,Punjab,Ludhiana,Doburji,75.9578,30.7801,2023,7.99,1060,0,403,43,0.47,42,33,0.00,400,76,51,28,11,0.02,0.35,7.72
11947,Punjab,Ludhiana,Maksudra,76.0161,30.7358,2023,8.20,1050,0,403,43,0.41,102,20,0.00,390,52,63,59,11,0.03,0.10,6.63
11948,Punjab,Ludhiana,Akhara,75.4880,30.7422,2023,8.24,1231,0,500,57,0.44,65,15,0.00,320,44,51,117,14,0.02,0.71,41.35
11949,Punjab,Ludhiana,Bhundri,75.5761,30.9426,2023,8.05,1186,0,488,57,0.41,24,41,0.00,390,56,61,67,12,0.02,0.66,13.61
11950,Punjab,Ludhiana,Hans Kalan,75.5600,30.7544,2023,8.10,1043,0,439,35,0.46,69,17,0.00,310,48,46,82,13,0.01,0.96,35.71
11951,Punjab,Ludhiana,Jagraon,75.4778,30.8108,2023,8.43,1077,24,415,78,0.68,0,41,0.00,300,40,49,104,11,0.19,0.62,19.34
11952,Punjab,Ludhiana,Mallah,75.4015,30.6862,2023,8.15,1764,0,757,128,0.45,24,49,0.00,400,60,61,211,16,0.02,0.70,33.79
11953,Punjab,Ludhiana,Rasulpur,75.3940,30.6990,2023,8.42,1596,36,598,92,0.49,54,20,0.00,320,52,46,203,15,0.01,0.57,41.61
11954,Punjab,Ludhiana,Shafipura,75.4658,30.9356,2023,8.03,1084,0,427,64,0.38,0,45,0.00,350,68,44,50,24,0.01,0.80,9.42
11955,Punjab,Ludhiana,Ikloha,76.2190,30.7020,2023,7.87,820,0,337,46,0.69,0,30,0.00,270,28,49,29,30,0.05,0.55,18.36
1195S.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS/cm,"at,CO3","(mg/L),HCO3,Cl","(mg/L),F","(mg/L),SO4,NO3,PO4,Total","HardneS.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS/cm,"at,CO3","(mg/L),HCO3,Cl","(mg/L),F","(mg/L),SO4,NO3,PO4,Total","Hardness,Ca","(mg/L),Mg","(mg/L),Na","(mg/L),K","(mg/L),Fe","(ppm),As","(ppb),U",(ppb)
ana,Baggian Kalan,75.7550,30.9582,2023,8.54,581,12,195,21,0.53,42,1,0.00,180,36,22,34,7,0.03,2.20,13.72
11960,Punjab,Ludhiana,Bhupana,76.1142,30.9690,2023,8.58,695,24,232,35,0.65,32,1,0.00,150,28,19,74,7,0.12,1.25,9.64
11961,Punjab,Ludhiana,Dholanwal,76.0490,30.9660,2023,8.51,635,36,195,21,0.43,28,0,0.00,170,28,24,51,8,0.02,1.03,10.12
11962,Punjab,Ludhiana,Ghumait,76.0549,30.9096,2023,8.09,716,0,293,35,0.35,21,10,0.00,270,44,39,20,10,0.02,0.81,7.33
11963,Punjab,Ludhiana,Issewal,75.7000,30.8979,2023,8.10,560,0,244,10,0.77,24,18,0.00,230,44,29,12,7,0.01,1.23,13.85
11964,Punjab,Ludhiana,Kasabad,75.8422,30.9776,2023,8.46,680,24,220,28,0.44,61,1,0.00,250,32,41,35,7,0.02,1.88,11.00
11965,Punjab,Ludhiana,Walipur,75.9694,30.9671,2023,8.61,764,24,317,28,0.50,0,0,0.00,130,28,15,96,7,0.02,1.15,10.45
11966,Punjab,Ludhiana,Mangat,75.9142,30.9831,2023,8.19,1140,0,488,35,0.48,48,1,0.00,270,44,39,110,9,0.01,1.17,17.28
11967,Punjab,Ludhiana,Bhehlolpur,76.3106,30.8997,2023,7.75,702,0,330,43,0.33,30,33,0.00,350,80,36,18,9,0.03,0.16,3.96
11968,Punjab,Ludhiana,Manewal,76.1620,30.9380,2023,8.27,789,0,342,28,0.56,54,1,0.00,270,40,41,48,13,0.14,1.04,19.33
11969,Punjab,Ludhiana,Mushkabad,76.2303,30.8658,2023,7.86,857,0,330,35,0.28,96,64,0.00,400,96,39,35,12,0.02,0.43,2.76
11970,Punjab,Ludhiana,Sherian,76.2425,30.9392,2023,8.23,754,0,317,35,0.40,28,2,0.00,220,32,34,52,11,0.04,0.93,15.90
11971,Punjab,Ludhiana,Kotala,76.2726,30.8436,2023,7.72,799,0,342,78,0.42,24,34,0.00,350,80,36,39,12,0.00,0.24,3.71
11972,Punjab,Ludhiana,Ber Khurd,75.9745,30.6572,2023,8.23,1557,0,769,64,0.62,63,26,0.00,420,40,78,180,12,0.01,0.88,28.18
11973,Punjab,Ludhiana,Jandali,76.0391,30.6537,2023,8.05,1316,0,439,71,0.43,158,55,0.00,600,56,112,34,13,0.02,0.42,39.32
11974,Punjab,Ludhiana,Ramgarh Sardaran,75.9073,30.6401,2023,8.16,1683,0,671,71,0.61,102,6,0.00,340,44,56,193,15,0.01,0.72,50.54
11975,Punjab,Ludhiana,Siahar,75.9161,30.6883,2023,8.10,1546,0,549,78,0.56,96,35,0.00,320,36,56,155,28,0.05,0.42,49.62
11976,Punjab,Ludhiana,Sirthala,76.0543,30.6000,2023,8.08,443,0,134,28,0.38,48,1,0.00,180,44,17,8,5,0.01,0.65,3.02
11977,Punjab,Ludhiana,Jarahan,75.7744,30.7038,2023,8.06,1407,0,439,92,0.41,92,32,0.00,310,44,49,132,13,0.01,0.54,21.12
11978,Punjab,Ludhiana,Leel,75.7000,30.7260,2023,8.14,1005,0,415,50,0.45,48,12,0.00,340,52,51,58,12,0.02,0.50,22.82
11979,Punjab,Ludhiana,Barundi,75.7260,30.6715,2023,8.18,931,0,439,35,0.45,18,2,0.00,310,48,46,46,19,0.03,0.82,24.43
11980,Punjab,Ludhiana,Boparai Khurd,75.5430,30.6017,2023,8.15,1175,0,513,64,0.47,58,28,0.00,360,48,58,104,13,0.01,0.76,27.49
11981,Punjab,Ludhiana,Jatpura,75.5000,30.6789,2023,8.22,1370,0,610,57,0.42,0,24,0.00,270,40,41,155,13,0.02,1.24,32.10
11982,Punjab,Ludhiana,Raikot,75.5900,30.6568,2023,8.78,734,24,293,28,0.37,63,1,0.00,180,24,29,96,7,0.01,1.18,21.42
11983,Punjab,Ludhiana,Shehbazpura,75.6125,30.5996,2023,8.27,767,0,305,35,0.49,102,34,0.00,330,44,54,49,10,0.01,0.49,13.27
11984,Punjab,Ludhiana,Talwandi Rai,75.5715,30.6997,2023,8.04,1330,0,586,113,0.35,0,24,0.00,380,52,61,124,15,0.01,1.05,31.49
11985,Punjab,Ludhiana,Begowal,76.0560,30.8170,2023,8.38,1419,24,427,71,0.68,136,40,0.00,450,76,63,103,12,0.03,0.42,29.48
11986,Punjab,Ludhiana,Ghungrali,76.2574,30.8100,2023,7.98,906,0,464,21,0.48,64,21,0.00,400,48,68,45,12,0.03,0.65,6.62
11987,Punjab,Ludhiana,Otalan,76.1967,30.8194,2023,7.85,1290,0,452,71,0.44,90,32,0.00,430,48,75,72,14,0.07,0.05,9.46
11988,Punjab,Ludhiana,Panjeta,76.0875,30.8728,2023,8.12,930,0,305,43,0.34,78,32,0.00,330,64,41,42,10,0.26,0.06,3.35
11989,Punjab,Ludhiana,Rupalon,76.1110,30.7833,2023,7.87,1250,0,500,64,0.35,42,39,0.00,370,72,46,89,16,0.02,0.83,6.57
